Rank,Movie_name,URL,Release_Year,IMDB_Rating,Metascore,Reviewer_count,Censor_Board_Rating,Movie_Length,Genre_1,Genre_2,Genre_3,Genre_4,Release_Date,Story_Summary,Director,Writer_1,Writer_2,Writer_3,Star_1,Star_2,Star_3,Star_4,Star_5,Plot_Keywords,Budget,Gross_USA,Cum_Worldwide_Gross,Production_Company
1378,Beauty and the Beast,https://www.imdb.com/title/tt2771200/,2017,7.1,65,"261,520",PG,2h 9min,Family,Fantasy,Musical, ,23 March 2017 (Israel),"A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",Bill Condon,Stephen Chbosky(screenplay by),Evan Spiliotopoulos(screenplay by), ,Emma Watson,Dan Stevens,Luke Evans, , ,beast|disney|fairy tale|heroine|beast's heart,"$160,000,000(estimated)","$504,014,165","$1,263,521,126","Mandeville Films,Walt Disney Pictures"
1379,Kong: Skull Island,https://www.imdb.com/title/tt3731562/,2017,6.6,62,"259,971",PG-13,1h 58min,Action,Adventure,Fantasy, ,9 March 2017 (Israel),"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.",Jordan Vogt-Roberts,Dan Gilroy(screenplay by),Max Borenstein(screenplay by),2 more credits»,Tom Hiddleston,Samuel L. Jackson,Brie Larson, , ,giant spider|monster movie|giant monster|monster versus monster|pointless self sacrifice,"$185,000,000(estimated)","$168,052,812","$566,652,812","Warner Bros.,Legendary Entertainment,Tencent Pictures"
1380,Kingsman: The Golden Circle,https://www.imdb.com/title/tt4649466/,2017,6.7,44,"259,180",R,2h 21min,Action,Adventure,Comedy, ,21 September 2017 (Israel),"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.",Matthew Vaughn,Jane Goldman,Matthew Vaughn,2 more credits»,Taron Egerton,Colin Firth,Mark Strong, , ,fighting|spy|sequel|ex boyfriend ex girlfriend relationship|based on comic,"$104,000,000(estimated)","$100,234,838","$410,902,662","Twentieth Century Fox,Marv Films,Cloudy Productions"
1381,Pirates of the Caribbean: Dead Men Tell No Tales,https://www.imdb.com/title/tt1790809/,2017,6.6,39,"251,977",PG-13,2h 9min,Action,Adventure,Fantasy, ,25 May 2017 (Israel),Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.,Joachim Rønning,Jeff Nathanson(screenplay by),Jeff Nathanson(story by),5 more credits»,Johnny Depp,Geoffrey Rush,Javier Bardem, , ,pirate|sword fight|sword duel|blockbuster|swashbuckler,"$230,000,000(estimated)","$172,558,876","$794,861,794","Walt Disney Pictures,Jerry Bruckheimer Films,Infinitum Nihil"
1382,Alien: Covenant,https://www.imdb.com/title/tt2316204/,2017,6.4,65,"246,072",R,2h 2min,Horror,Sci-Fi,Thriller, ,18 May 2017 (Israel),"The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",Ridley Scott,Dan O'Bannon(based on characters created by),Ronald Shusett(based on characters created by),4 more credits»,Michael Fassbender,Katherine Waterston,Billy Crudup, , ,xenomorph|alien|android|future|alien technology,"$97,000,000(estimated)","$74,262,031","$240,891,763","Twentieth Century Fox,TSG Entertainment,Scott Free Productions"
1383,Lady Bird,https://www.imdb.com/title/tt4925292/,2017,7.4,94,"224,522",R,1h 34min,Comedy,Drama, , ,8 March 2018 (Israel),"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",Greta Gerwig,Greta Gerwig, , ,Saoirse Ronan,Laurie Metcalf,Tracy Letts, , ,mother daughter conflict|coming of age|prom|loss of virginity|homosexual,"$10,000,000(estimated)","$48,958,273","$78,965,611","IAC Films,Scott Rudin Productions,Entertainment 360"
1384,The Greatest Showman,https://www.imdb.com/title/tt1485796/,2017,7.6,48,"222,779",PG,1h 45min,Biography,Drama,Musical, ,28 December 2017 (Israel),Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,Michael Gracey,Jenny Bicks(screenplay by),Bill Condon(screenplay by), ,Hugh Jackman,Michelle Williams,Zac Efron, , ,singing|circus|bearded lady|social outcast|social prejudice,"$84,000,000(estimated)","$174,340,174","$434,993,183","Bona Film Group,Chernin Entertainment,TSG Entertainment"
1385,War for the Planet of the Apes,https://www.imdb.com/title/tt3450958/,2017,7.4,82,"220,194",PG-13,2h 20min,Action,Adventure,Drama, ,13 July 2017 (Israel),"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",Matt Reeves,Mark Bomback,Matt Reeves,2 more credits»,Andy Serkis,Woody Harrelson,Steve Zahn, , ,ape|planet of the apes|slave labour|battle|journey,"$150,000,000(estimated)","$146,880,162","$490,719,763","Twentieth Century Fox,Chernin Entertainment,TSG Entertainment"
1386,Murder on the Orient Express,https://www.imdb.com/title/tt3402236/,2017,6.5,52,"200,597",PG-13,1h 54min,Crime,Drama,Mystery, ,9 November 2017 (Israel),"When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",Kenneth Branagh,Michael Green(screenplay by),Agatha Christie(based upon the novel by), ,Kenneth Branagh,Penélope Cruz,Willem Dafoe, , ,palestine|belgian in palestine|english in palestine|palestinian|shorthaired woman,"$55,000,000(estimated)","$102,826,543","$352,789,811","Twentieth Century Fox,Genre Films,Kinberg Genre"
1387,Life,https://www.imdb.com/title/tt5442430/,2017,6.6,54,"199,920",R,1h 44min,Horror,Sci-Fi,Thriller, ,23 March 2017 (Israel),A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,Daniel Espinosa,Rhett Reese,Paul Wernick, ,Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds, , ,extraterrestrial life|space|international space station|astronaut|space station,"$58,000,000(estimated)","$30,234,022","$100,541,806","Columbia Pictures,Skydance Media,Skydance Media"
1388,The Fate of the Furious,https://www.imdb.com/title/tt4630562/,2017,6.7,56,"197,668",PG-13,2h 16min,Action,Adventure,Crime, ,13 April 2017 (Israel),"When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",F. Gary Gray,Gary Scott Thompson(based on characters created by),Chris Morgan, ,Vin Diesel,Jason Statham,Dwayne Johnson, , ,betrayal|bulletproof vest|killed by a propeller|father daughter relationship|taking a selfie,"$250,000,000(estimated)","$226,008,385","$1,236,005,118","Universal Pictures,China Film Group Corporation (CFGC),Original Film"
1389,Wind River,https://www.imdb.com/title/tt5362988/,2017,7.7,73,"193,172",R,1h 47min,Crime,Drama,Mystery, ,10 August 2017 (Israel),A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,Taylor Sheridan,Taylor Sheridan, , ,Kelsey Asbille,Jeremy Renner,Julia Jones, , ,investigation|snow|native american reservation|snowmobile|gang rape,"$11,000,000(estimated)","$33,800,859","$43,980,821","Acacia Filmed Entertainment,Savvy Media Holdings,The Fyzz Facility"
1390,Ghost in the Shell,https://www.imdb.com/title/tt1219827/,2017,6.3,52,"190,312",PG-13,1h 47min,Action,Crime,Drama, ,30 March 2017 (Israel),"In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",Rupert Sanders,"Shirow Masamune(based on the comic ""The Ghost in the Shell"" by)",Jamie Moss(screenplay by),2 more credits»,Scarlett Johansson,Pilou Asbæk,Takeshi Kitano, , ,usa remake|remake|corporate corruption|lgbt|bisexual lead character,"$110,000,000(estimated)","$40,563,557","$169,801,921","Paramount Pictures,DreamWorks,Reliance Entertainment"
1391,King Arthur: Legend of the Sword,https://www.imdb.com/title/tt1972591/,2017,6.7,41,"185,435",PG-13,2h 6min,Action,Adventure,Drama, ,11 May 2017 (Israel),"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",Guy Ritchie,Joby Harold(screenplay by),Guy Ritchie(screenplay by),3 more credits»,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law, , ,folklore|excalibur|tyrant|knights of the round table|historical fiction,"$175,000,000(estimated)","$39,175,066","$148,675,066","Warner Bros.,Village Roadshow Pictures,Weed Road Pictures"
1392,Mother!,https://www.imdb.com/title/tt5109784/,2017,6.6,75,"182,271",R,2h 1min,Drama,Horror,Mystery, ,19 October 2017 (Israel),"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",Darren Aronofsky,Darren Aronofsky, , ,Jennifer Lawrence,Javier Bardem,Ed Harris, , ,surrealism|cannibalism|riot|pregnant woman|uninvited guest,"$30,000,000(estimated)","$17,800,004","$44,516,999","Paramount Pictures,Protozoa Pictures"
1393,The Hitman's Bodyguard,https://www.imdb.com/title/tt1959563/,2017,6.9,47,"179,195",R,1h 58min,Action,Comedy,Crime, ,17 August 2017 (Israel),"The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.",Patrick Hughes,Tom O'Connor, , ,Ryan Reynolds,Samuel L. Jackson,Gary Oldman, , ,bodyguard|chase|hitman|singing in a car|two against many,"$30,000,000(estimated)","$75,468,583","$176,586,701","Summit Entertainment,Millennium Films,Cristal Pictures"
1394,"I, Tonya",https://www.imdb.com/title/tt5580036/,2017,7.5,77,"170,860",R,1h 59min,Biography,Comedy,Drama, ,8 February 2018 (Israel),"Competitive ice skaterTonya Hardingrises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",Craig Gillespie,Steven Rogers, , ,Margot Robbie,Sebastian Stan,Allison Janney, , ,ice skating|abuse|violence|mother daughter relationship|ice skater,"$11,000,000(estimated)","$30,014,539","$53,939,297","AI-Film,Clubhouse Pictures (II),Georgia Film, Music & Digital Entertainment Office"
1395,Atomic Blonde,https://www.imdb.com/title/tt2406566/,2017,6.7,63,"168,580",R,1h 55min,Action,Thriller, , ,27 July 2017 (Israel),An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,David Leitch,Kurt Johnstad(screenplay by),"Antony Johnston(based on the Oni Press graphic novel series ""The Coldest City"" written by)", ,Charlize Theron,James McAvoy,John Goodman, , ,thigh high boots|short skirt|pig|bare breasts|miniskirt,"$30,000,000(estimated)","$51,687,870","$100,014,025","87Eleven,Closed on Mondays Entertainment,Denver and Delilah Productions"
1396,The Mummy,https://www.imdb.com/title/tt2345759/,2017,5.4,34,"167,816",PG-13,1h 51min,Action,Adventure,Fantasy, ,15 June 2017 (Israel),"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",Alex Kurtzman,David Koepp(screenplay by),Christopher McQuarrie(screenplay by),4 more credits»,Tom Cruise,Sofia Boutella,Annabelle Wallis, , ,archaeologist|princess|egyptian mythology|tomb|egypt,"$125,000,000(estimated)","$80,227,895","$409,231,607","Universal Pictures,Dark Universe,Perfect World Pictures"
1397,Darkest Hour,https://www.imdb.com/title/tt4555426/,2017,7.4,75,"163,362",PG-13,2h 5min,Biography,Drama,Family, ,4 January 2018 (Israel),"In May 1940, the fate of World War II hangs onWinston Churchill, who must decide whether to negotiate withAdolf Hitler, or fight on knowing that it could mean the end of the British Empire.",Joe Wright,Anthony McCarten, , ,Gary Oldman,Lily James,Kristin Scott Thomas, , ,world war two|prime minister|speech|winston churchill character|politics,"$30,000,000(estimated)","$56,468,410","$150,847,207","Focus Features,Perfect World Pictures,Working Title Films"
1398,Bright,https://www.imdb.com/title/tt5519340/,2017,6.3,29,"163,040",Not Rated,1h 57min,Action,Fantasy,Thriller, ,22 December 2017 (Israel),A detective must work with an Orc to find a powerful wand before evil creatures do.,David Ayer,Max Landis, , ,Will Smith,Joel Edgerton,Noomi Rapace, , ,orc|buddy movie|elf|magic|wand,"$90,000,000(estimated)",,,"Clubhouse Pictures (II),Overbrook Entertainment,Netflix"
1399,Valerian and the City of a Thousand Planets,https://www.imdb.com/title/tt2239822/,2017,6.5,51,"156,032",PG-13,2h 16min,Action,Adventure,Family, ,20 July 2017 (Israel),"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",Luc Besson,"Pierre Christin(based on the comic book series ""Valerian and Laureline"" by)","Jean-Claude Mézières(based on the comic book series ""Valerian and Laureline"" by)", ,Dane DeHaan,Cara Delevingne,Clive Owen, , ,leg|cleavage|hard body|legs|breast,"$177,200,000(estimated)","$41,189,488","$225,874,228","EuropaCorp,TF1 Films Production,OCS"
1400,Baywatch,https://www.imdb.com/title/tt1469304/,2017,5.5,37,"154,617",R,1h 56min,Action,Comedy,Crime, ,22 June 2017 (Israel),"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",Seth Gordon,"Michael Berk(based on the series ""Baywatch"" created by)","Douglas Schwartz(based on the series ""Baywatch"" created by)",7 more credits»,Dwayne Johnson,Zac Efron,Alexandra Daddario, , ,based on tv series|male objectification|lifeguard|muscleman|shore,"$69,000,000(estimated)","$58,060,186","$177,856,751","Paramount Pictures,Uncharted,Shanghai Film Group"
1401,American Made,https://www.imdb.com/title/tt3532216/,2017,7.2,65,"151,780",R,1h 55min,Action,Biography,Comedy, ,24 August 2017 (Israel),"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",Doug Liman,Gary Spinelli, , ,Tom Cruise,Domhnall Gleeson,Sarah Wright, , ,based on real person|airplane pilot|year 1978|colombia|twa,"$50,000,000(estimated)","$51,342,000","$134,866,593","Cross Creek Pictures,Imagine Entertainment,Quadrant Pictures"
1402,The Disaster Artist,https://www.imdb.com/title/tt3521126/,2017,7.4,76,"131,590",R,1h 44min,Biography,Comedy,Drama, ,8 February 2018 (Israel),"WhenGreg Sestero, an aspiring film actor, meets the weird and mysteriousTommy Wiseauin an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",James Franco,Scott Neustadter(screenplay by),Michael H. Weber(screenplay by),2 more credits»,James Franco,Dave Franco,Ari Graynor, , ,friendship|acting|bromance|film within a film|based on true story,"$10,000,000(estimated)","$21,120,616","$29,820,616","Good Universe,New Line Cinema,Point Grey Pictures"
1403,Wonder,https://www.imdb.com/title/tt2543472/,2017,8.0,66,"131,417",PG,1h 53min,Drama,Family, , ,16 November 2017 (Israel),"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",Stephen Chbosky,Stephen Chbosky(screenplay by),Steve Conrad(screenplay by) (as Steven Conrad),2 more credits»,Jacob Tremblay,Owen Wilson,Izabela Vidovic, , ,mother son relationship|facial deformity|interracial relationship|marriage|father son relationship,"$20,000,000(estimated)","$132,422,809","$305,937,718","Lionsgate,Participant,Walden Media"
